12年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(九) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平尾台特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａコウエイピｰス, 50,佐藤哲,, 56,* -5,* -5, 1,  2.0, ①①, 1,13,Ｈテｰオｰヴィｰナス, 54,藤岡康,, 64,* -3,   4, 8, 19.6,⑩④②, 1, 9,Ｏブライティアトップ, 58,国分優,, 72,*  7,   3,13, 68.3,②②②, 1, 1,Ｄエスジｰブルｰム, 80,北村友,, 82,* 15,*  2, 1,  2.9,①①①
 2, 2,Ｃカシノサトラップ, 41,酒井学, 0.3, 51,  -8,* -7, 3,  6.8, ④⑤, 2,14,Ｍカリブストｰリｰ, 47,川田将, 0.0, 67,  -9,* 16,11, 44.2,⑭⑪⑪, 2, 6,Ｆミラグロッサ, 72,和田竜, 0.4, 69,   5,   2, 7, 18.6,⑥⑤④, 2, 7,Ｅナリタスプリング, 79,高倉稜, 0.8, 77,* 14,  -2, 4,  6.5,⑤④②
 3, 9,Ｂエンブレムゴｰル, 47,小坂忠, 0.5, 49,* -5, -12, 2,  3.1, ②②, 3,10,Ａウインブリｰザ, 68,中井裕, 0.2, 61,  -5,   3, 6, 14.2,③⑥⑥, 3,11,Ｂユウキマリアッチ, 77,酒井学, 0.5, 70,*  6,   0, 2,  3.2,⑤③③, 3, 5,Ａテイエムドンマイ, 81,幸英明, 0.8, 75,* 15,  -5, 3,  4.7,②②③
 4,14,Ｆカシノコゴロウ, 36,川田将, 0.5, 49, -13,* -4, 4, 15.1, ⑦④, 4, 2,Ｃチｰズマヨ, 64,田辺裕, 0.2, 61,* -3,   1, 2,  4.6,⑪⑤④, 4, 8,Ｃウインアルエット, 76,藤懸貴, 0.6, 65,*  7,  -3, 3,  5.4,①①①, 4, 2,Ｉトップオブカハラ, 77,松山弘, 1.0, 75,  11,   1,11,128.9,⑦⑨⑤
 5, 5,Ｅエスペランサ, 37,田辺裕, 0.7, 47,  -9, -10, 6, 23.4, ⑥⑥, 5, 4,Ｇエリモフェアリｰ, 56,小牧太, 0.2, 64,  -6,   8, 4,  9.7,⑥⑩⑧, 5,12,Ｅピンクデｰジｰ, 72,幸英明, 0.6, 68,   4,   3, 8, 18.8,⑨⑥⑥, 5, 4,Ｆアドマイヤツバサ, 78,小牧太, 1.1, 76,  10,*  3, 7, 23.5,⑬⑩⑧
 6,12,Ｈテイエムハエモンド, 33,芹沢純, 0.8, 45,* -6, -14, 8, 31.9, ③③, 6,16,Ｅドウニカナルデショ, 59,川須栄, 0.3, 60,  -5,   2, 7, 14.6,⑦⑦⑦, 6,16,Ｈラブソネット, 71,小牧太, 0.7, 69,   1,*  6, 4, 11.4,⑫⑬⑩, 6, 8,Ｇウインベルカント, 78,佐藤哲, 1.8, 70,   8,   0, 6, 18.9,⑫⑪⑩
 7,13,Ｄカシノレアネス, 39,大下智, 1.2, 40, -16, -10, 5, 22.3, ⑨⑧, 7,11,Ｄクラヴェジｰナ, 61,北村友, 0.4, 57,* -2,  -5, 1,  2.6,①①①, 7, 3,Ｉアランロド, 71,国分恭, 0.8, 68,   1,*  7,16,183.3,⑬⑭⑬, 7,11,Ｌスマイルミッキｰ, 74,川須栄, 2.1, 69,   6,   1,10, 64.5,⑭⑬⑫
 8,11,Ｉカシノスペル, 32,水口優, 1.6, 34, -17, -15,10,134.3, ⑩⑨, 8,12,Ｂジュディソング, 65,藤懸貴, 0.5, 63, -13,* 18, 3,  5.5,⑯⑯⑭, 8,14,Ｇシｰズガレット, 72,藤岡康, 1.1, 67,   2,   3, 5, 14.6,⑭⑫⑪, 8, 3,Ｍメイショウシェイク, 70,飯田祐, 2.2, 67,   4,*  2,14,292.0,⑪⑭⑭
 9, 3,Ｋクラウンアリオン, 30,藤懸貴, 1.7, 33, -15, -19,11,163.2, ⑧⑦, 9,15,Ｆジュエルトウショウ, 57,幸英明, 0.9, 54,* -2, -11, 5, 12.6,④②③, 9,15,Ｌアルボランシｰ, 67,水口優, 1.1, 65,   2,   1,12, 65.4,⑩⑨⑨, 9, 9,Ｈバトルドンジョン, 77,太宰啓, 2.4, 65,* 14, -17, 5, 11.7,④③④
10, 8,Ｍキリシマダイナｰ, 12,小牧太, 2.6, 25, -18, -23,13,183.2, ⑫⑪,10, 9,Ｋマイアイステラ, 51,松山弘, 1.1, 51,  -6,  -5,14,255.0,⑤⑨⑩,10, 1,Ｊファｰマペニｰ, 69,高倉稜, 1.2, 67,  -1,*  7,11, 64.5,⑯⑮⑭,10,14,Ｃコウユｰヒｰロｰ, 80,国分恭, 2.5, 64,   8,  -7, 8, 24.5,⑩⑫⑬
11, 7, キリシマシュｰト,---,渡辺薫, 2.7, 25, -22, -18,12,163.6, ⑬⑬,11, 5,Ｊコｰナｰポケット, 52,高倉稜, 1.1, 51,* -3, -12, 9, 37.7,②③⑤,11, 7,Ｋマコトラピスラズリ, 68,川田将, 1.8, 60,   4,  -7, 9, 31.1,⑦⑦⑦,11, 6,Ｂダｰトムｰア, 80,藤岡康, 2.6, 64,* 14, -18, 2,  3.9,③⑤⑥
12, 1,Ｊクラウンボｰスロン, 32,太宰啓, 2.8, 18, -20, -28, 9, 59.9, ⑪⑫,12, 6,Ｏカルミナ, 43,渡辺薫, 1.3, 51, -12,   2,16,310.7,⑫⑭⑬,12, 2,Ｎトｰブプリンセス, 60,花田大, 1.8, 59,   1,  -4,15,118.4,⑧⑩⑫,12,13,Ｎキングコｰリンオｰ, 69,熊沢重, 2.6, 67,  12, -14,13,236.8,⑨⑧⑨
13, 4,Ｇカシノロビン, 36,北村友, 3.8,  6, -10, -50, 7, 23.9, ⑤⑩,13, 3,Ｐマンハッタンブｰケ, 35,酒井学, 1.7, 46, -10,  -5,12,131.1,⑮⑫⑫,13, 5,Ｄメテオｰリカ, 73,北村友, 1.9, 60,   4,  -9, 6, 17.9,⑪⑧⑧,13,12,Ｊヒカリアスティル, 76,鮫島良, 2.8, 64,  11, -16,12,130.8,⑧⑥⑦
14,10,Ｌクラウンガネｰシャ, 21,花田大, 6.3,-29, -40, -54,14,324.9, ⑭⑭,14, 8,Ｌセレブリティトｰク, 51,熊沢重, 1.7, 44,* -3, -20,15,266.7,⑬⑧⑨,14, 4,Ｐズッカ, 58,中井裕, 1.9, 59,   5, -11,14,115.8,④④⑤,14,10,Ｋウォｰタｰサムデイ, 76,酒井学, 3.2, 61,  11, -19, 9, 48.9,⑥⑦⑪
,,,,,,,,,,,,15, 1,Ｉマテリアルガｰル, 53,浜中俊, 2.8, 36, -13, -16,10, 38.4,⑧⑮⑮,15,13,Ｍブロｰドピｰク, 62,松山弘, 2.5, 58,  -2,   0,10, 49.0,⑮⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,16, 7,Ｎメイショウシラウメ, 47,武幸四, 4.6, 19, -12, -44,13,159.8,⑨⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:不良(指数:-11),,,,,,,,,,,
単勝:200円 複勝:06=110円 02=160円 09=120円 枠連:690円,,,,,,,,,,,,"単勝:1,960円 複勝:13=560円 14=1,170円 10=480円 枠連:18,910円",,,,,,,,,,,,"単勝:6,830円 複勝:09=1,720円 06=500円 11=160円 枠連:1,390円",,,,,,,,,,,,単勝:290円 複勝:01=130円 07=180円 05=190円 枠連:660円,,,,,,,,,,,
馬連:690円 ワイド:02-06=280円 06-09=140円 02-09=310円,,,,,,,,,,,,"馬連:23,930円 ワイド:13-14=5,040円 10-13=3,490円 10-14=6,370円",,,,,,,,,,,,"馬連:42,870円 ワイド:06-09=13,560円 09-11=3,180円 06-11=1,560円",,,,,,,,,,,,馬連:930円 ワイド:01-07=390円 01-05=400円 05-07=670円,,,,,,,,,,,
"馬単:960円 3連複:530円 3連単:2,720円",,,,,,,,,,,,"馬単:43,400円 3連複:113,900円 3連単:447,290円",,,,,,,,,,,,"馬単:92,540円 3連複:60,350円 3連単:670,290円",,,,,,,,,,,,"馬単:1,310円 3連複:1,910円 3連単:6,920円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,釜山ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマイネヴァイザｰ, 54,和田竜,, 57,   0,*  2, 1,  1.7, ③④, 1, 4, ケイアイウィルゴｰ,---,佐藤哲,, 37, -29,* -3, 1,  1.7, ③③, 1, 4,Ａクランチタイム, 78,幸英明,, 66,*  7,   4, 1,  3.3, ①①, 1, 9,Ｄダコｰル, 79,佐藤哲,, 89,  -1,* 22, 1,  2.5,⑨⑨⑨
 2, 8,Ｂケントヒｰロｰ, 46,国分優, 0.2, 53,   0,  -3, 2,  3.5, ④③, 2, 6, キタノヘイロｰ,---,田辺裕, 0.2, 34, -31,* -4, 3,  4.6, ④④, 2, 7,Ｄメイショウクロシオ, 65,和田竜, 0.4, 62,   2,   4, 5, 10.4, ⑥⑦, 2, 1,Ｈエｰシンジャッカル, 78,川田将, 0.3, 80,   2,   9, 3,  7.5,②②②
 3, 3,Ｆドリｰムハヤテ, 33,松山弘, 0.5, 49,*  3,  -9, 5, 13.9, ①①, 3, 5, シゲルカミノケザ,---,国分恭, 0.6, 29, -36,* -4, 5, 25.4, ⑥⑥, 3, 5,Ｃウエスタンハピネス, 68,水口優, 0.5, 60,*  5,   0, 3,  4.8, ②②, 3, 2,Ａミカエルビスティｰ, 87,川須栄, 0.4, 79,   0,  12, 6, 17.0,④⑤③
 4, 6,Ｄシゲルペガススザ, 44,国分恭, 0.9, 43,  -3,  -8, 4, 10.5, ⑤⑤, 4, 1, ゴｰルデンハンタｰ,---,松山弘, 0.8, 24,*-24, -19, 2,  3.4, ①①, 4, 8,Ｌニシノプレゼンス, 56,川田将, 0.5, 60,   2,   2, 8, 25.4, ③④, 4, 6,Ｂサトノパンサｰ, 85,和田竜, 0.5, 79,  -1,  12, 2,  2.8,⑦⑦⑥
 5, 7,Ｅカシノワルツ, 35,藤懸貴, 1.6, 32,  -8, -13, 6, 39.7, ⑥⑥, 5, 2, デンコウショウイン,---,渡辺薫, 1.0, 22,*-25, -20, 4, 12.4, ②②, 5,13,Ｉダッシャｰワン, 61,浜中俊, 0.6, 58,  -6,*  7, 2,  4.7, ⑫⑬, 5, 3,Ｆスカイリュウホｰ, 78,藤懸貴, 0.5, 69,*  8, -11, 9,114.7,①①①
 6, 1,Ｃフェアリｰシチｰ, 44,太宰啓, 2.0, 26, -13, -13, 7, 99.2, ⑦⑦, 6, 3, テイエムハエオドイ,---,野元昭, 1.1, 22, -35, -12, 6, 54.0, ⑤⑤, 6,10,Ｋアルティザン, 59,国分恭, 0.7, 58,   3,   0,11, 45.1, ④⑤, 6, 4,Ｃメルヴェイユドｰル, 82,酒井学, 0.5, 76,   0,   9, 4,  8.1,③③⑤
 7, 5,Ｇセレッソフロリｰド, 28,幸英明, 2.2, 27,*  2, -30, 3,  5.8, ②②,,,,,,,,,,,,, 7, 9,Ｎピンクピアリス, 39,熊沢重, 0.8, 57,  -7,*  6,13,230.5, ⑬⑩, 7, 8,Ｅヤマカツゴｰルド, 78,松山弘, 0.7, 76,  -1,  12, 8, 73.8,⑧⑧⑦
 8, 2,Ｈカシノグリップ, -4,酒井学, 5.9,-40, -37, -40, 8,138.1, ⑧⑧,,,,,,,,,,,,, 8, 1,Ｇスズノハヤブサ, 64,鮫島良, 0.8, 58,  -1,   2, 6, 11.3, ⑧⑥, 8, 5,Ｉラフォルジュルネ, 78,田辺裕, 0.8, 73,   0,   5, 7, 17.5,⑤④④
,,,,,,,,,,,,,,,,,,,,,,,, 9, 3,Ｈシゲルカリン, 64,小牧太, 0.9, 56,   2,  -1, 4,  7.3, ⑤③, 9, 7,Ｇマイネルガヴロシュ, 78,高倉稜, 0.9, 74,  -1,   8, 5, 10.0,⑥⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,10, 6,Ｂキクノレジｰナ, 70,高倉稜, 0.9, 56,  -1,   1,10, 39.9, ⑨⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,11, 2,Ｆパトロネｰジュ, 64,酒井学, 0.9, 56,  -4,   3, 7, 12.5, ⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｅヤマニンアルシェ, 65,中井裕, 1.2, 52,  -1,  -2,14,274.3, ⑩⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｊキタサンテンニョ, 61,芹沢純, 1.2, 52,  -7,   2, 9, 37.7, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｍラブロジック, 55,藤懸貴, 1.4, 50,   0,  -5,12,141.4, ⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,
単勝:170円 複勝:04=110円 08=130円 03=190円 枠連:0円,,,,,,,,,,,,単勝:170円 複勝:04=110円 06=170円 枠連:0円,,,,,,,,,,,,単勝:330円 複勝:04=150円 07=270円 05=160円 枠連:930円,,,,,,,,,,,,"単勝:250円 複勝:09=130円 01=250円 02=350円 枠連:1,120円",,,,,,,,,,,
馬連:230円 ワイド:04-08=140円 03-04=290円 03-08=440円,,,,,,,,,,,,馬連:360円 ワイド:04-06=180円 04-05=380円 05-06=600円,,,,,,,,,,,,"馬連:1,840円 ワイド:04-07=750円 04-05=330円 05-07=990円",,,,,,,,,,,,"馬連:1,280円 ワイド:01-09=460円 02-09=580円 01-02=930円",,,,,,,,,,,
"馬単:370円 3連複:740円 3連単:1,940円",,,,,,,,,,,,"馬単:530円 3連複:1,160円 3連単:3,130円",,,,,,,,,,,,"馬単:3,080円 3連複:2,870円 3連単:15,910円",,,,,,,,,,,,"馬単:1,930円 3連複:3,670円 3連単:14,500円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾌｪﾆｯｸｽ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂデンコウアクティブ, 68,川田将,, 71,*  5,*  4, 3,  5.2,④③②, 1, 4,Ｃアイファｰファルコ, 65,藤懸貴,, 69,*  9,* -9, 5, 10.1,①①①, 1, 2,Ｂエｰシンセノｰテ, 59,佐藤哲,, 74,*  4,*  0, 1,  1.7, ①①, 1,12,Ｅピサノベッテル, 70,川須栄,, 71,*  3,   1, 1,  3.4, ③③
 2,14,Ａヒカリオｰシャン, 69,太宰啓, 0.2, 70,*  6,*  1, 1,  3.1,②②①, 2,15,Ｒラブラドライト,  0,北村友, 0.0, 69,   6,* -4, 8, 28.9,⑬⑦④, 2, 6,Ｄダイナミックガイ, 49,国分優, 1.0, 58,*  2, -12, 3,  4.6, ③③, 2, 4,Ｊホットサマｰデイ, 66,川田将, 0.0, 72,   0,   4, 2,  3.6, ④④
 3,10,Ｇベルラピエル, 61,北村友, 0.7, 67,   3,*  1, 5,  8.6,⑤⑤⑤, 3,12,Ｄバｰニングジｰル, 61,和田竜, 0.6, 65,*  7, -13, 2,  4.6,⑦⑤③, 3, 3,Ａマルシゲサムライ, 61,水口優, 1.2, 54,  -3,  -9, 4,  8.6, ⑤④, 3,10,Ｌアドマイヤクｰガｰ, 65,小牧太, 0.2, 72, -16,* 17,16, 79.5, ⑯⑯
 4, 6,Ｃアドマイヤクリス, 66,小牧太, 1.1, 65,   4,  -1, 6, 10.7,⑫⑥⑥, 4, 6,Ａベルニｰニ, 70,川須栄, 0.6, 64,   6, -12, 1,  2.2,⑥⑥⑥, 4, 1,Ｃテイエムシングン, 57,松山弘, 1.4, 51,   0, -16, 2,  3.9, ②②, 4, 5,Ｇノボリドリｰム, 70,幸英明, 0.3, 69,  -5,   5, 3,  7.0, ⑫⑪
 5,13,Ｆベストウィッシュ, 62,田辺裕, 1.4, 59,   4,  -7, 7, 13.5,⑧④④, 5, 7,Ｂポｰズ, 65,水口優, 1.0, 60,   6, -16,10, 76.1,⑨⑧⑨, 5, 7, カシノアルテミス,---,鮫島克, 1.7, 47,  -2, -17, 5, 20.4, ④⑤, 5, 9,Ａロｰザペルラ, 77,渡辺薫, 0.4, 66,   1,  -1, 4,  7.7, ⑤⑤
 6, 9,Ｋアライシュ, 49,熊沢重, 2.2, 58,   2, -10,11,153.6,⑩⑧⑧, 6, 8,Ｏスリｰタイタン, 49,国分恭, 1.1, 59,   4, -15,15,160.6,⑩⑩⑩, 6, 4,Ｆコウエイシｰチャン, 29,藤懸貴, 2.3, 39,  -6, -21, 7, 99.7, ⑥⑦, 6, 1,Ｍトロピカルメジャｰ, 63,藤岡康, 0.4, 67,  -2,   1, 6, 13.7, ⑦⑦
 7, 8,Ｌニュｰロジカル, 49,佐藤哲, 2.2, 56,   1,  -7,13,185.9,⑨⑩⑩, 7,10,Ｇカゼカオル, 58,国分優, 1.1, 60,   3, -14,11, 95.1,⑮⑫⑫, 7, 5,Ｅカシノビッグベン, 30,野元昭, 2.4, 37,  -9, -20, 6, 99.5, ⑦⑥, 7,14,Ｂヴェリタスロｰズ, 74,森一馬, 0.5, 65,  -6,   4, 9, 32.4, ⑭⑬
 8, 5,Ｄナムラコンカｰ, 65,和田竜, 2.5, 53,*  6, -19, 2,  4.4,①①③, 8, 9,Ｊアンメテオｰル, 57,熊沢重, 1.2, 59,   2, -11, 6, 15.3,⑰⑯⑧,,,,,,,,,,,,, 8,16,Ｆメトログリペン, 70,藤懸貴, 0.5, 64,  -3,   0, 7, 24.8, ⑩⑩
 9,16,Ｎアリアｰヌ, 43,酒井学, 2.6, 54,   2, -12,15,242.2,⑥⑦⑦, 9, 3,Ｐタイキフォｰスワン, 49,藤岡康, 1.2, 59,   1,*-10,12,104.9,⑭⑰⑮,,,,,,,,,,,,, 9,13,Ｃサンキストビｰチ, 71,国分優, 0.5, 66,  -8,   5,11, 35.8, ⑮⑭
10, 3,Ｉレッドキングダム, 54,浜中俊, 2.6, 54,   1, -11, 4,  6.1,⑪⑪⑨,10, 5,Ｉヴィサｰジュ, 58,小牧太, 1.4, 56,*  7, -28, 7, 17.9,②②②,,,,,,,,,,,,,10, 8,Ｋサンライズポパイ, 65,松山弘, 0.5, 64,  -3,   1, 5, 13.3, ⑪⑨
11,11,Ｅタガノボックス, 62,中井裕, 2.9, 50,  -1, -10, 9,101.8,⑮⑭⑭,11, 2,Ｍアイミｰマイン, 50,鮫島良, 1.4, 58,*  7, -25,17,233.7,④④⑤,,,,,,,,,,,,,11,15,Ｈマスタｰチアフル, 69,飯田祐, 0.5, 65,   0,  -3,14, 53.6, ⑥⑥
12,12,Ｈゴｰルデンレシオ, 57,鮫島良, 2.9, 52,  -1, -11, 8, 35.0,⑬⑬⑪,12,11,Ｆメトロファルコン, 59,幸英明, 1.4, 57,*  7, -26, 4,  9.7,③③⑦,,,,,,,,,,,,,12, 7,Ｏチアフルアイズ, 58,浜中俊, 0.6, 65,  -5,   2, 8, 28.1, ⑬⑫
13, 1,Ｏシルクイングレイヴ, 42,藤懸貴, 3.3, 47,   1, -16,12,176.1,⑦⑫⑬,13,14,Ｋヨドノエｰス, 55,高倉稜, 1.6, 56,   3, -19,13,128.3,⑯⑭⑬,,,,,,,,,,,,,13, 2,Ｎビュｰティバラｰド, 60,酒井学, 0.7, 63,*  3,  -8,15, 58.3, ②①
14, 7,Ｊオｰスミファイア, 51,幸英明, 3.4, 47,   1, -19,10,150.6,③⑨⑫,14, 1,Ｅケントリュｰズ, 59,酒井学, 1.6, 54,   3, -21, 9, 73.9,⑫⑪⑭,,,,,,,,,,,,,14, 3,Ｉアドマイヤアロング, 66,国分恭, 0.7, 62,  -2,  -3,10, 33.9, ⑧⑧
15, 4,Ｍセイクリッドハｰト, 45,国分恭, 4.6, 39,  -2, -22,16,356.9,⑭⑮⑮,15,18,Ｌロｰドバッカス, 52,浜中俊, 2.0, 51,   6, -31, 3,  7.4,⑧⑨⑪,,,,,,,,,,,,,15, 6,Ｄシゲルハンベイ, 70,高倉稜, 0.8, 61,  -2,  -4,13, 42.9, ⑨⑮
16, 2, ハジメリュｰオｰ,---,高倉稜, 4.6, 40,  -7, -15,14,203.8,⑯⑯⑯,16,17,Ｈゴｰルドマイスタｰ, 58,森一馬, 4.1, 36,   3, -54,18,268.5,⑪⑮⑯,,,,,,,,,,,,,16,11,Ｐシアフォｰス, 53,中井裕, 1.0, 58,*  4, -13,12, 39.1, ①②
,,,,,,,,,,,,17,16,Ｑキクノグラｰド, 39,太宰啓, 5.0, 13,   3, -69,14,149.9,⑤⑬⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-2),,,,,,,,,,,
単勝:520円 複勝:15=140円 14=140円 10=210円 枠連:600円,,,,,,,,,,,,"単勝:1,010円 複勝:04=290円 15=720円 12=190円 枠連:9,940円",,,,,,,,,,,,単勝:170円 複勝:02=120円 06=180円 枠連:0円,,,,,,,,,,,,"単勝:340円 複勝:12=160円 04=150円 10=1,700円 枠連:600円",,,,,,,,,,,
馬連:650円 ワイド:14-15=280円 10-15=570円 10-14=500円,,,,,,,,,,,,"馬連:15,870円 ワイド:04-15=4,460円 04-12=780円 12-15=2,420円",,,,,,,,,,,,馬連:360円 ワイド:02-06=160円 02-03=220円 03-06=320円,,,,,,,,,,,,"馬連:720円 ワイド:04-12=340円 10-12=4,620円 04-10=4,400円",,,,,,,,,,,
"馬単:1,670円 3連複:1,630円 3連単:7,940円",,,,,,,,,,,,"馬単:45,230円 3連複:25,080円 3連単:172,130円",,,,,,,,,,,,"馬単:550円 3連複:520円 3連単:1,500円",,,,,,,,,,,,"馬単:1,240円 3連複:19,330円 3連単:72,360円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
